"University","PMCID","PMID","DOI","Publisher","Journal title","ISSN","Article title","Total cost of Article Processing Charge (APC), in £","Amount of APC charged to Wellcome OA grant, in £ (see comment)","VAT charged","COST (£)","Wellcome grant","Licence info","Notes","Fulltext in EPMC?","XML Fulltext?","AAM?","Open Access?","Licence","Licence Source","Journal Type","Correct Article Confidence","Standard Compliance?","Deluxe Compliance?","Compliance Processing Ouptut",
,"PMC3780998",23760528,"10.1093/ije/dyt092","Oxford University Press","International Journal of Epidemiology","0300-5771, 1464-3685","Time series regression studies in environmental epidemiology.",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3780998 to PMC3780998

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/ije/dyt092 to 10.1093/ije/dyt092

[2016-05-20T11:48:28Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:28Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:28Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:48:28Z processor] Journal with ISSN 0300-5771,1464-3685 was not found in DOAJ; assuming Hybrid",
,"PMC4121549",23771720,"10.1093/ije/dyt086","Oxford University Press","International Journal of Epidemiology","0300-5771, 1464-3685","Cohort Profile: - A prospective cohort study of objective physical and cognitive capability and visual health in an ageing population of men and women in Norfolk (EPIC-Norfolk 3)",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] PMCID none was syntactically invalid, so ignoring

[2016-05-20T11:39:55Z importer] normalised PMID 23771720 to 23771720

[2016-05-20T11:39:55Z importer] DOI 0.1093/ije/dyt086 was syntactically invalid, so ignoring

[2016-05-20T11:48:28Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:28Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:28Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:48:28Z processor] Journal with ISSN 0300-5771,1464-3685 was not found in DOAJ; assuming Hybrid",
,"PMC3780999",24062299,"10.1093/ije/dyt093","Oxford University Press","International Journal of Epidemiology","0300-5771, 1464-3685","Use of allele scores as instrumental variables for Mendelian randomization",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3780999 to PMC3780999

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/ije/dyt093 to 10.1093/ije/dyt093

[2016-05-20T11:48:28Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:28Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:28Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:48:28Z processor] Journal with ISSN 0300-5771,1464-3685 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC4190511",24019421,"10.1093/ije/dyt128","Oxford University Press","International Journal of Epidemiology","0300-5771, 1464-3685","Cohort profile: Andhra Pradesh children and parents study.",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] PMCID none was syntactically invalid, so ignoring

[2016-05-20T11:39:55Z importer] normalised PMID 24019421 to 24019421

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/ije/dyt128 to 10.1093/ije/dyt128

[2016-05-20T11:48:29Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:29Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:29Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:48:29Z processor] Journal with ISSN 0300-5771,1464-3685 was not found in DOAJ; assuming Hybrid",
,"PMC3997372",24760874,"10.1093/ije/dyt191","Oxford University Press","International Journal of Epidemiology","0300-5771, 1464-3685","Estimating the coverage of mental health programmes: a systematic review",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",0.9,"True","True","[2016-05-20T11:48:30Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:30Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:30Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:48:30Z processor] Journal with ISSN 0300-5771,1464-3685 was not found in DOAJ; assuming Hybrid",
,"PMC3594497",23258314,"10.1093/ije/dyt093","Oxford University Press","Journal of Antimicrobial Chemotherapy","0305-7453, 1460-2091","An analysis of the development and implementation of a Smartphone Application for the delivery of Antimicrobial Prescribing Policy: Lessons Learnt",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3594497 to PMC3594497

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/ije/dyt093 to 10.1093/ije/dyt093

[2016-05-20T11:48:31Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:31Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:31Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:48:31Z processor] Journal with ISSN 0305-7453,1460-2091 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3797641",23788479,"10.1093/jac/dkt221","Oxford University Press","Journal of Antimicrobial Chemotherapy","0305-7453, 1460-2091","Flucytosine and cryptococcosis: time to urgently address the worldwide accessibility of a 50-year-old antifungal",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3797641 to PMC3797641

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/jac/dkt221 to 10.1093/jac/dkt221

[2016-05-20T11:48:31Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:31Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:31Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:48:31Z processor] Journal with ISSN 0305-7453,1460-2091 was not found in DOAJ; assuming Hybrid",
,"PMC3403862",22389465,"10.1093/gerona/glr244","Oxford University Press","Journal of Gerontology Series A","1079-5006, 1758-535X","The association of dementia with upper arm and waist circumference in seven low and middle-income countries: the 10/66 cross-sectional surveys",,,,,,,,"True","False","unknown","False","unknown",,"hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3403862 to PMC3403862

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/gerona/glr244 to 10.1093/gerona/glr244

[2016-05-20T11:48:31Z processor] Journal with ISSN 1079-5006,1758-535X was not found in DOAJ; assuming Hybrid

[2016-05-20T11:57:44Z oag] PMC3403862 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:00:12Z oag] 10.1093/gerona/glr244 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:01:33Z oag] 22389465 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown",
,"PMC3475639",22966119,"10.1093/infdis/jis570","Oxford University Press","Journal of Infectious Diseases","0022-1899, 1537-6613","Genetic Relatedness of Infecting and Reinfecting Respiratory Syncytial Virus Strains Identified in a Birth Cohort From Rural Kenya",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3475639 to PMC3475639

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/infdis/jis570 to 10.1093/infdis/jis570

[2016-05-20T11:48:32Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:32Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:32Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:48:32Z processor] Journal with ISSN 0022-1899,1537-6613 was not found in DOAJ; assuming Hybrid",
,"PMC3274377",22301630,"10.1093/infdis/jir842","Oxford University Press","Journal of Infectious Diseases","0022-1899, 1537-6613","Therapeutic vaccination with recombinant adenovirus reduces splenic parasite burden in experimental visceral leishmaniasis",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3274377 to PMC3274377

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/infdis/jir842 to 10.1093/infdis/jir842

[2016-05-20T11:48:32Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:32Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:32Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0 which gives us licence type cc-by-nc

[2016-05-20T11:48:32Z processor] Journal with ISSN 0022-1899,1537-6613 was not found in DOAJ; assuming Hybrid",
,"PMC3532835",23125445,"10.1093/infdis/jis676","Oxford University Press","Journal of Infectious Diseases","0022-1899, 1537-6613","Schistosoma mansoni infection in pre-school-aged children: the development of IgE and IgG4 responses to parasite allergen-like proteins",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3532835 to PMC3532835

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/infdis/jis676 to 10.1093/infdis/jis676

[2016-05-20T11:48:33Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:33Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:33Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:48:33Z processor] Journal with ISSN 0022-1899,1537-6613 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:53Z processor] This record's PMCID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers

[2016-05-20T11:56:54Z processor] This record's PMID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3583273",23303806,"10.1093/infdis/jit002","Oxford University Press","Journal of Infectious Diseases","0022-1899, 1537-6613","The role of interleukinâˆ’10 family of cytokines in HIVâˆ’tuberculosis associated immune reconstitution inflammatory syndrome",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3583273 to PMC3583273

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/infdis/jit002 to 10.1093/infdis/jit002

[2016-05-20T11:48:33Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:33Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:33Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:48:33Z processor] Journal with ISSN 0022-1899,1537-6613 was not found in DOAJ; assuming Hybrid",
,"PMC3654748",23493728,"10.1093/infdis/jit099","Oxford University Press","Journal of Infectious Diseases","0022-1899, 1537-6613","The Phenotype of the Cryptococcus-specific CD4 Memory T-cell Response is Associated with Disease Severity and Outcome in HIV-associated Cryptococcal Meningitis",,,,,,,,"True","True","False","True","cc-by-nc-nd","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3654748 to PMC3654748

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/infdis/jit099 to 10.1093/infdis/jit099

[2016-05-20T11:48:33Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:33Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:33Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc-nd/3.0/ which gives us licence type cc-by-nc-nd

[2016-05-20T11:48:33Z processor] Journal with ISSN 0022-1899,1537-6613 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:53Z processor] This record's PMCID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers

[2016-05-20T11:56:53Z processor] This record's PMID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3749005",23966657,"10.1093/infdis/jit265","Oxford University Press","Journal of Infectious Diseases","0022-1899, 1537-6613","T-cell immunophenotyping distinguishes active from latent tuberculosis",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3749005 to PMC3749005

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/infdis/jit265 to 10.1093/infdis/jit265

[2016-05-20T11:48:33Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:33Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:33Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:48:34Z processor] Journal with ISSN 0022-1899,1537-6613 was not found in DOAJ; assuming Hybrid",
,"PMC3923537",23943851,"10.1093/infdis/jit411","Oxford University Press","Journal of Infectious Diseases","0022-1899, 1537-6613","Viral suppression following switch to second-line antiretroviral therapy: associations with NRTI resistance and 'sub-therapeutic' drug concentrations prior to switch",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3923537 to PMC3923537

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/infdis/jit411 to 10.1093/infdis/jit411

[2016-05-20T11:48:34Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:34Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:34Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:48:34Z processor] Journal with ISSN 0022-1899,1537-6613 was not found in DOAJ; assuming Hybrid",
,"PMC3864387",23945372,"10.1093/infdis/jit43","Oxford University Press","Journal of Infectious Diseases","0022-1899, 1537-6613","Cryptococcus neoformans ex vivo capsule size is associated with intracranial pressure and host immune response in HIV−associated cryptococcal meningitis",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3864387 to PMC3864387

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/infdis/jit43 to 10.1093/infdis/jit43

[2016-05-20T11:48:34Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:34Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:34Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:48:34Z processor] Journal with ISSN 0022-1899,1537-6613 was not found in DOAJ; assuming Hybrid",
,"PMC3903368",24048963,"10.1093/infdis/jit419","Oxford University Press","Journal of Infectious Diseases","0022-1899, 1537-6613","Persistent endothelial activation after Plasmodium falciparum infection in Malawian children.",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3903368 to PMC3903368

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/infdis/jit419 to 10.1093/infdis/jit419

[2016-05-20T11:48:35Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:35Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:35Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:48:35Z processor] Journal with ISSN 0022-1899,1537-6613 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:52Z processor] This record's PMCID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers

[2016-05-20T11:56:53Z processor] This record's PMID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,,23620542,"10.1093/pubmed/fdt042","Oxford University Press","Journal of Public Health","1741-3842, 1741-3850","Examining inequalities in the uptake of the school-based HPV vaccination programme in England: a retrospective cohort study",,,,,,,,"False","False","unknown",,"unknown",,"hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] PMCID none was syntactically invalid, so ignoring

[2016-05-20T11:39:55Z importer] normalised PMID 23620542 to 23620542

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/pubmed/fdt042 to 10.1093/pubmed/fdt042

[2016-05-20T11:48:35Z processor] Journal with ISSN 1741-3842,1741-3850 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:57:44Z oag] 10.1093/pubmed/fdt042 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:00:11Z oag] 23620542 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown",
,"PMC3352832",22534784,"10.1093/jnci/djs191","Oxford University Press","Journal of the National Cancer Institute","0027-8874, 1460-2105","Association between genetic variants on chromosome 15q25 locus and objective measures of tobacco exposure",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3352832 to PMC3352832

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/jnci/djs191 to 10.1093/jnci/djs191

[2016-05-20T11:48:35Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:35Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:35Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0 which gives us licence type cc-by-nc

[2016-05-20T11:48:35Z processor] Journal with ISSN 0027-8874,1460-2105 was not found in DOAJ; assuming Hybrid",
,"PMC3536641",23250956,"10.1093/jnci/djs471","Oxford University Press","Journal of the National Cancer Institute","0027-8874, 1460-2105","Effect of SMURF2 Targeting on Susceptibility to MEK Inhibitors in Melanoma",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3536641 to PMC3536641

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/jnci/djs471 to 10.1093/jnci/djs471

[2016-05-20T11:48:36Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:36Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:36Z processor] Fulltext XML licence description contains the licence text http://creativecommons.org/licenses/by which gives us licence type cc-by

[2016-05-20T11:48:36Z processor] Journal with ISSN 0027-8874,1460-2105 was not found in DOAJ; assuming Hybrid",
,"PMC3575118",23222171,"10.1093/medlaw/fws039","Oxford University Press","Medical Law Review","0967-0742, 1464-3790","Regulatory or regulating publics? The European Union's regulation of emerging health technologies and citizen participation.",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3575118 to PMC3575118

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/medlaw/fws039 to 10.1093/medlaw/fws039

[2016-05-20T11:48:36Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:36Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:36Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:48:36Z processor] Journal with ISSN 0967-0742,1464-3790 was not found in DOAJ; assuming Hybrid",
,"PMC3818966",24081425,"10.1093/medlaw/fwt022","Oxford University Press","Medical Law Review","0967-0742, 1464-3790","Nudging for health: On Public Policy & Designing Choice Architecture",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3818966 to PMC3818966

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/medlaw/fwt022 to 10.1093/medlaw/fwt022

[2016-05-20T11:48:36Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:36Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:36Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:48:37Z processor] Journal with ISSN 0967-0742,1464-3790 was not found in DOAJ; assuming Hybrid",
,"PMC3472502",22735079,"10.1093/molbev/mss166","Oxford University Press","Molecular Biology and Evolution","0737-4038, 1537-1719","The impact of mutation and gene conversion on the local diversification of antigen genes in African trypanosomes",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3472502 to PMC3472502

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/molbev/mss166 to 10.1093/molbev/mss166

[2016-05-20T11:48:37Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:37Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:37Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/2.5 which gives us licence type cc-by-nc

[2016-05-20T11:48:37Z processor] Journal with ISSN 0737-4038,1537-1719 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:53Z processor] This record's PMCID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers

[2016-05-20T11:56:54Z processor] This record's PMID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3494269",22821011,"10.1093/molbev/mss179","Oxford University Press","Molecular Biology and Evolution","0737-4038, 1537-1719","Evolution of Viral Proteins Originated De Novo by Overprinting",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3494269 to PMC3494269

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/molbev/mss179 to 10.1093/molbev/mss179

[2016-05-20T11:48:37Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:37Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:37Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/2.5 which gives us licence type cc-by-nc

[2016-05-20T11:48:37Z processor] Journal with ISSN 0737-4038,1537-1719 was not found in DOAJ; assuming Hybrid",
,"PMC3472502",22735079,"10.1093/molbev/mss166","Oxford University Press","Molecular Biology and Evolution","0737-4038, 1537-1719","The impact of mutation and gene conversion on the local diversification of antigen genes in African trypanosome",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3472502 to PMC3472502

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/molbev/mss166 to 10.1093/molbev/mss166

[2016-05-20T11:48:38Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:38Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:38Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/2.5 which gives us licence type cc-by-nc

[2016-05-20T11:48:38Z processor] Journal with ISSN 0737-4038,1537-1719 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:53Z processor] This record's PMCID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers

[2016-05-20T11:56:54Z processor] This record's PMID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3572772",23223314,"10.1093/ndt/gfs474","Oxford University Press","Nephrology Dialysis and Transplantation","0931-0509, 1460-2385","Conversion to sirolimus in kidney transplant recipients with squamous cell cancer and changes in immune phenotype",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3572772 to PMC3572772

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/ndt/gfs474 to 10.1093/ndt/gfs474

[2016-05-20T11:48:38Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:38Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:38Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:48:38Z processor] Journal with ISSN 0931-0509,1460-2385 was not found in DOAJ; assuming Hybrid",
,"PMC3685308",23328711,"10.1093/ndt/gfs600","Oxford University Press","Nephrology Dialysis and Transplantation","0931-0509, 1460-2385","Unexpected clinical sequelae of Gitelman syndrome: hypertension in adulthood is common and females have higher potassium requirements",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3685308 to PMC3685308

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/ndt/gfs600 to 10.1093/ndt/gfs600

[2016-05-20T11:48:38Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:38Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:38Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0 which gives us licence type cc-by-nc

[2016-05-20T11:48:38Z processor] Journal with ISSN 0931-0509,1460-2385 was not found in DOAJ; assuming Hybrid",
,"PMC3819976",23880896,"10.1093/ntr/ntt094","Oxford University Press","Nicotine and Tobacco Research","1462-2203, 1469-994X","Association of Maternal Smoking with Child Cotinine Levels",,,,,,,,"True","True","False","True","cc-by-nc-nd","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3819976 to PMC3819976

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/ntr/ntt094 to 10.1093/ntr/ntt094

[2016-05-20T11:48:39Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:39Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:39Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc-nd/3.0 which gives us licence type cc-by-nc-nd

[2016-05-20T11:48:39Z processor] Journal with ISSN 1462-2203,1469-994X was not found in DOAJ; assuming Hybrid",
,"PMC3561976",23258704,"10.1093/nar/gks1335","Oxford University Press","Nucleic Acids Research","0305-1048, 1362-4962","AT-rich sequence elements promote nascent transcript cleavage leading to RNA polymerase ii termination",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","oa",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3561976 to PMC3561976

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/nar/gks1335 to 10.1093/nar/gks1335

[2016-05-20T11:48:39Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:39Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:39Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:48:39Z processor] Journal with ISSN 0305-1048,1362-4962 was found in DOAJ; assuming OA",
