Row #,apc_2012_2013_results.csv PMCID,processed_apc_2012_2013.csv PMCID,apc_2012_2013_results.csv PMID,processed_apc_2012_2013.csv PMID,apc_2012_2013_results.csv DOI,processed_apc_2012_2013.csv DOI,apc_2012_2013_results.csv Article title,processed_apc_2012_2013.csv Article title
890,PMC3496742,PMC2881129,23152825,20382827,10.1371/journal.pone.0048939,10.1534/genetics.110.116806,CHARACTERIZATION OF A NOVEL POPULATION OF LOW-DENSITY GRANULOCYTES ASSOCIATED WITH DISEASE SEVERITY,Distinct regulation of Mlh1p heterodimers in meiosis and mitosis in Saccharomyces cerevisae
891,PMC3634070,PMC3584010,23626680,23307902,10.1371/journal.pone.0061408,10.1534/genetics.112.147611,Resistance to DDT in an urban setting: common mechanisms implicated in both M and S forms of Anopheles gambiae in the city of yaounde Cameroon,Estimating selection coefficients in spatially structured populations from time series data of allele frequencies.
892,PMC3748079,PMC3496742,23977254,23152825,10.1371/journal.pone.0072207,10.1371/journal.pone.0048939,Plant SILAC: stable-isotope labelling with amino acids of arabidopsis seedlings for quantitative proteomics.,CHARACTERIZATION OF A NOVEL POPULATION OF LOW-DENSITY GRANULOCYTES ASSOCIATED WITH DISEASE SEVERITY
893,PMC3581475,PMC3634070,23451200,23626680,10.1371/journal.pone.0057292,10.1371/journal.pone.0061408,Cellular targets of nitric oxide in the hippocampus,Resistance to DDT in an urban setting: common mechanisms implicated in both M and S forms of Anopheles gambiae in the city of yaounde Cameroon
894,PMC3706617,PMC3748079,23874482,23977254,10.1371/journal.pone.0067988,10.1371/journal.pone.0072207,Dissociation between Dorsal and and Ventral Posterior Parietal Cortical Responses to Incidental Changes in Natural Scenes,Plant SILAC: stable-isotope labelling with amino acids of arabidopsis seedlings for quantitative proteomics.
895,PMC4037983,PMC3581475,23494299,23451200,10.1007/978-1-62703-302-2_1,10.1371/journal.pone.0057292,The Amoebozoa.,Cellular targets of nitric oxide in the hippocampus
896,PMC3717798,PMC3706617,23154538,23874482,none,10.1371/journal.pone.0067988,Pyruvate kinase is a dosage-dependent regulator of cellular amino acid homeostasis,Dissociation between Dorsal and and Ventral Posterior Parietal Cortical Responses to Incidental Changes in Natural Scenes
897,PMC3717797,PMC4037983,23154512,23494299,none,10.1007/978-1-62703-302-2_1,Loss of expression of the double strand break repair protein ATM is associated with worse prognosis in colorectal cancer and loss of Ku70 expression is associated with CIN.,The Amoebozoa.
898,,PMC3717798,23879611,23154538,10.1586/14787210.2013.811931,,"Advocacy, policies and practicalities of preventive chemotherapy campaigns for African children with schistosomiasis",Pyruvate kinase is a dosage-dependent regulator of cellular amino acid homeostasis
899,PMC3634610,PMC3717797,23570314,23154512,10.3109/08830185.2013.777065,,C-type lectin-like receptors of the Dectin-1 cluster: ligands and signalling pathways,Loss of expression of the double strand break repair protein ATM is associated with worse prognosis in colorectal cancer and loss of Ku70 expression is associated with CIN.
900,PMC3587388,,23256604,23879611,10.3109/09687688.2012.748939,10.1586/14787210.2013.811931,Use of molecular modelling to probe the mechanism of the nucleoside transporter NupG,"Advocacy, policies and practicalities of preventive chemotherapy campaigns for African children with schistosomiasis"
901,PMC3612104,PMC3634610,23555796,23570314,10.1371/journal.pone.0059830,10.3109/08830185.2013.777065,"Early Warning Scores Generated in Developed Healthcare Settings Are Not Sufficient at Predicting Early Mortality in Blantyre, Malawi: A Prospective Cohort Study",C-type lectin-like receptors of the Dectin-1 cluster: ligands and signalling pathways
902,PMC3706476,PMC3587388,23874476,23256604,10.1371/journal.pone.0067956,10.3109/09687688.2012.748939,Blood neutrophil counts in HIV-infected patients with pulmonary tubercolosis.,Use of molecular modelling to probe the mechanism of the nucleoside transporter NupG
903,PMC3574120,PMC3612104,23457610,23555796,10.1371/journal.pone.0056746,10.1371/journal.pone.0059830,Use of a Molecular Decoy to Segregate Transport from Antigenicity in the FrpB Iron Transporter from Neisseria meningitidis,"Early Warning Scores Generated in Developed Healthcare Settings Are Not Sufficient at Predicting Early Mortality in Blantyre, Malawi: A Prospective Cohort Study"
904,PMC3535694,PMC3706476,23336700,23874476,10.7448/ias.15.2.18020,10.1371/journal.pone.0067956,"Barriers and facilitators to linkage to ART in primary care: a qualitiative study of patients and providers in Blantyre, Malawi",Blood neutrophil counts in HIV-infected patients with pulmonary tubercolosis.
905,PMC3736456,PMC3574120,23920209,23457610,10.7448/ias.16.1.18048,10.1371/journal.pone.0056746,"Sexual risk after HIV diagnosis: a comparison of pre-ART individuals with CD4_500 cells/ml and ART-eligible individuals in a HIV treatment and care programme in rural KwaZulu-Natal, South Africa",Use of a Molecular Decoy to Segregate Transport from Antigenicity in the FrpB Iron Transporter from Neisseria meningitidis
906,PMC3564972,PMC3535694,23394900,23336700,10.7448/ias.16.1.18468,10.7448/IAS.15.2.18020,Childrens role in the community response to HIV in Zimbabwe,"Barriers and facilitators to linkage to ART in primary care: a qualitiative study of patients and providers in Blantyre, Malawi"
907,PMC4284294,PMC3736456,23317966,23920209,10.5588/ijtld.12.0438,10.7448/IAS.16.1.18048,Prevalence and risk factors for self-reported asthma in an adult Indian population: a cross-sectional survey,"Sexual risk after HIV diagnosis: a comparison of pre-ART individuals with CD4_500 cells/ml and ART-eligible individuals in a HIV treatment and care programme in rural KwaZulu-Natal, South Africa"
908,PMC4284293,PMC3564972,23827038,23394900,10.5588/ijtld.12.0916,10.7448/IAS.16.1.18468,Socio-economic patterning of tobacco use in Indian states.,Childrens role in the community response to HIV in Zimbabwe
909,PMC3677912,PMC4284294,23762474,23317966,10.1371/journal.pone.0066129,10.5588/ijtld.12.0438,A Modified RNA-Seq Approach for Whole Genome Sequencing of RNA Viruses from Faecal and Blood Samples,Prevalence and risk factors for self-reported asthma in an adult Indian population: a cross-sectional survey
910,PMC3716603,PMC4284293,23894442,23827038,10.1371/journal.pone.0069288,10.5588/ijtld.12.0916,Cost Effectiveness of Cryptococcal Antigen Screening as a Strategy to Prevent HIV-associated Cryptococcal Meningitis in South Africa,Socio-economic patterning of tobacco use in Indian states.
911,PMC3733773,PMC3677912,23940704,23762474,10.1371/journal.pone.0071138,10.1371/journal.pone.0066129,Requirement for the eIF4E binding proteins for the synergistic down-regulation of protein synthesis,A Modified RNA-Seq Approach for Whole Genome Sequencing of RNA Viruses from Faecal and Blood Samples
912,PMC3669307,PMC3716603,23741325,23894442,10.1371/journal.pone.0064404,10.1371/journal.pone.0069288,Generation and characterisation of Keratin 7 (K7) knockout mice,Cost Effectiveness of Cryptococcal Antigen Screening as a Strategy to Prevent HIV-associated Cryptococcal Meningitis in South Africa
913,PMC3799736,PMC3733773,24204625,23940704,10.1371/journal.pone.0076426,10.1371/journal.pone.0071138,"Are Ethnic and Gender Specific Equations Needed to Derive Fat Free Mass from Bioelectrical Impedance in Children of South Asian, Black African-Caribbean and White European Origin? Results of the Assessment of Body Composition in Children Study",Requirement for the eIF4E binding proteins for the synergistic down-regulation of protein synthesis
914,PMC3608660,PMC3669307,23555726,23741325,10.1371/journal.pone.0059614,10.1371/journal.pone.0064404,A Molecular Phylogeny of Plesiorycteropus Reassigns the Extinct Mammalian Order ‘Bibymalagasia’,Generation and characterisation of Keratin 7 (K7) knockout mice
915,PMC3694138,PMC3799736,23840536,24204625,10.1371/journal.pone.0066833,10.1371/journal.pone.0076426,A Bovine Lymphosarcoma Cell Line Infected with Theileria annulata Exhibits an Irreversible Reconfiguration of Host Cell Gene Expression.,"Are Ethnic and Gender Specific Equations Needed to Derive Fat Free Mass from Bioelectrical Impedance in Children of South Asian, Black African-Caribbean and White European Origin? Results of the Assessment of Body Composition in Children Study"
916,PMC3627410,PMC3606182,23596340,23533635,10.1107/s0021889812051606,10.1371/journal.pone.0059590,Liesegang-like patterns of Toll crystals grown in gel,The Association of BAG6 with SGTA and Tail-Anchored Proteins
917,PMC3083914,PMC3608660,21525647,23555726,10.1107/s0909049511008235,10.1371/journal.pone.0059614,Assessment of radiation damage behaviour in a large collection of empirically optimized datasets highlights the importance of unmeasured complicating effects.,A Molecular Phylogeny of Plesiorycteropus Reassigns the Extinct Mammalian Order ‘Bibymalagasia’
918,,PMC3694138,23174992,23840536,10.1088/0031-9155/57/24/8173,10.1371/journal.pone.0066833,Visualization of small lesions in rat cartilage by means of laboratory-based x-ray phase contrast imaging,A Bovine Lymphosarcoma Cell Line Infected with Theileria annulata Exhibits an Irreversible Reconfiguration of Host Cell Gene Expression.
919,PMC4041608,PMC3627410,23579325,23596340,10.3233/jad-122092,10.1107/S0021889812051606,The Presenilin 1 P264L mutation presenting as non-fluent/agrammatic primary progressive aphasia,Liesegang-like patterns of Toll crystals grown in gel
920,PMC3677413,PMC3083914,23781289,21525647,10.7150/thno.5895,10.1107/S0909049511008235,"Exogenous Microparticles of Iron Oxide Bind to Activated Endothelial Cells but, unlike Monocytesm, do no trigger an endothelial response.",Assessment of radiation damage behaviour in a large collection of empirically optimized datasets highlights the importance of unmeasured complicating effects.
921,PMC3510731,,23160103,23174992,10.2196/jmir.2186,10.1088/0031-9155/57/24/8173,How should debriefing be undertaken in web-based studies? Findings from randomised controlled trial.,Visualization of small lesions in rat cartilage by means of laboratory-based x-ray phase contrast imaging
922,PMC3477853,PMC4041608,22506434,23579325,10.1353/bhm.2011.0089,10.3233/JAD-122092,"Beasts, Murrains and the British Raj: Reassessing Colonial Medicine in India from the Veterinary Perspective, 1860-1900",The Presenilin 1 P264L mutation presenting as non-fluent/agrammatic primary progressive aphasia
923,PMC3641668,PMC3677413,23567253,23781289,10.3791/50306,10.7150/thno.5895,An Injury Paradigm to Investigate Central Nervous System Repair in Drosophila,"Exogenous Microparticles of Iron Oxide Bind to Activated Endothelial Cells but, unlike Monocytesm, do no trigger an endothelial response."
924,PMC3640431,PMC3510731,23568251,23160103,10.3791/50295,10.2196/jmir.2186,Chicken Embryo Spinal Cord Slice Culture Protocol,How should debriefing be undertaken in web-based studies? Findings from randomised controlled trial.
925,PMC4032788,PMC3477853,24686480,22506434,10.3791/51397,10.1353/bhm.2011.0089,Mouse hindbrain ex vivo culture to study facial branchiomotor neuron migration.,"Beasts, Murrains and the British Raj: Reassessing Colonial Medicine in India from the Veterinary Perspective, 1860-1900"
926,PMC3923547,PMC3641668,24145913,23567253,10.3791/50658,10.3791/50306,A decellularization methodology for the production of a natural acellular intestinal matrix,An Injury Paradigm to Investigate Central Nervous System Repair in Drosophila
927,unknown,PMC3640431,unknown,23568251,unknown,10.3791/50295,FILM - to be filmed in November,Chicken Embryo Spinal Cord Slice Culture Protocol
928,PMC3923569,PMC4032788,24299965,24686480,10.3791/50964,10.3791/51397,Use of Galleria mellonella as a model organism to study Legionella pneumophila infection,Mouse hindbrain ex vivo culture to study facial branchiomotor neuron migration.
929,PMC4155837,PMC3923547,24686418,24145913,10.3791/51330,10.3791/50658,A flow adhesion assay to study leucocyte recruitment to human hepatic sinusoidal endothelium under conditions of shear stress,A decellularization methodology for the production of a natural acellular intestinal matrix
930,PMC3760871,,24019891,,10.1371/journal.pone.0073047,,Acute maternal infection and risk of pre-eclampsia: a population-base case control study.,FILM - to be filmed in November
931,PMC3782194,PMC3923569,23434854,24299965,10.1159/000349989,10.3791/50964,Nephrocalcinosis (Enamel Renal Syndrome) caused by autosomal recessive FAM20A mutations,Use of Galleria mellonella as a model organism to study Legionella pneumophila infection
932,PMC3884167,PMC4155837,23635607,24686418,10.1159/000350060,10.3791/51330,A hypnic hypothesis of Alzheimer's disease,A flow adhesion assay to study leucocyte recruitment to human hepatic sinusoidal endothelium under conditions of shear stress
933,PMC3707011,PMC3760871,23075508,24019891,10.1159/000341924,10.1371/journal.pone.0073047,"Patent foramen ovale, ischemic stroke and migraine: systematic review and stratified meta-analysis of association studies",Acute maternal infection and risk of pre-eclampsia: a population-base case control study.
934,PMC3928999,PMC3782194,23295962,23434854,10.1159/000344001,10.1159/000349989,ZNF804A Genotype modulates neural activity during working memory for faces,Nephrocalcinosis (Enamel Renal Syndrome) caused by autosomal recessive FAM20A mutations
935,PMC3929000,PMC3884167,23711430,23635607,10.1159/000351284,10.1159/000350060,Mesenchymal Stem Cells As Vectors For Lung Cancer Therapy,A hypnic hypothesis of Alzheimer's disease
936,PMC3405838,PMC3707011,22302008,23075508,10.4161/auto.19012,10.1159/000341924,A cyto-protective mechanism which prevents primary human hepatocyte apoptosis during oxidative stress,"Patent foramen ovale, ischemic stroke and migraine: systematic review and stratified meta-analysis of association studies"
937,PMC3547901,PMC3928999,23076132,23295962,10.4161/cam.22408,10.1159/000344001,Emerging roles for semaphorins & VEGFs in synaptogenesis and synaptic platicity,ZNF804A Genotype modulates neural activity during working memory for faces
938,PMC3899200,PMC3929000,23966160,23711430,10.4161/cc.25919,10.1159/000351284,Protein phosphatase 4 is phosphorylated and inactivated by Cdk in response to spindle toxins and interacts with γ-tubulin,Mesenchymal Stem Cells As Vectors For Lung Cancer Therapy
939,PMC3735711,PMC3405838,23708518,22302008,10.4161/cc.25035,10.4161/auto.19012,The deubiquitylase USP15 stabilizes newly synthesized REST and rescues its expression at mitotic exit,A cyto-protective mechanism which prevents primary human hepatocyte apoptosis during oxidative stress
940,PMC3594270,PMC3547901,23343766,23076132,10.4161/cc.23592,10.4161/cam.22408,ATM-dependent phosphorylation of heterogeneous nuclear ribonucleoprotein K promotes p53 transcriptional activation in response to DNA damage,Emerging roles for semaphorins & VEGFs in synaptogenesis and synaptic platicity
941,PMC3875679,PMC3899200,23974100,23966160,10.4161/cc.26086,10.4161/cc.25919,NF-kB regulates expression of Polo-like kinase 4,Protein phosphatase 4 is phosphorylated and inactivated by Cdk in response to spindle toxins and interacts with γ-tubulin
942,PMC3637335,PMC3735711,23442799,23708518,10.4161/cc.23947,10.4161/cc.25035,Dma/RNF8 proteins are evolutionarily conserved E3 ubiquitin ligases that target septins,The deubiquitylase USP15 stabilizes newly synthesized REST and rescues its expression at mitotic exit
943,PMC3674087,PMC3594270,23518502,23343766,10.4161/cc.24310,10.4161/cc.23592,Mcm8 and Mcm9 form a dimeric complex in Xenopus laevis egg extract that is not essential for DNA replication initiation,ATM-dependent phosphorylation of heterogeneous nuclear ribonucleoprotein K promotes p53 transcriptional activation in response to DNA damage
944,PMC3584030,PMC3875679,23460854,23974100,10.1371/journal.pone.0057422,10.4161/cc.26086,Corneal endothelial cells provide evidence of accelerated cellular senescence associated with HIV infection: a case-control study,NF-kB regulates expression of Polo-like kinase 4
945,PMC3620205,PMC3637335,23593300,23442799,10.1371/journal.pone.0060739,10.4161/cc.23947,Association between milk and milk product consumption and anthropometric measures in adult men and women in India: a cross-sectional study.,Dma/RNF8 proteins are evolutionarily conserved E3 ubiquitin ligases that target septins
946,PMC3648513,PMC3674087,23667673,23518502,10.1371/journal.pone.0063792,10.4161/cc.24310,"Alcohol-related dysfunction in working-age men in Izhevsk, Russia: an application of structural equation models to study the association with education",Mcm8 and Mcm9 form a dimeric complex in Xenopus laevis egg extract that is not essential for DNA replication initiation
947,PMC3561448,PMC3584030,23382996,23460854,10.1371/journal.pone.0054903,10.1371/journal.pone.0057422,Primed Infusion with Delayed Equilibrium of Gd.DTPA For Enhanced Imaging of Small Pulmonary Metastases,Corneal endothelial cells provide evidence of accelerated cellular senescence associated with HIV infection: a case-control study
948,PMC3606143,PMC3620205,23533640,23593300,10.1371/journal.pone.0059655,10.1371/journal.pone.0060739,Efficient Posterior Probability Mapping using Savage-Dickey Ratios,Association between milk and milk product consumption and anthropometric measures in adult men and women in India: a cross-sectional study.
949,PMC3636044,PMC3648513,23638031,23667673,10.1371/journal.pone.0062305,10.1371/journal.pone.0063792,Analysis of human protein replacement stable cell lines established using snoMEN-PR vector,"Alcohol-related dysfunction in working-age men in Izhevsk, Russia: an application of structural equation models to study the association with education"
950,PMC3435397,PMC3561448,22970197,23382996,10.1371/journal.pone.0044309,10.1371/journal.pone.0054903,Characterising reward outcome signals in sensory cortex,Primed Infusion with Delayed Equilibrium of Gd.DTPA For Enhanced Imaging of Small Pulmonary Metastases
951,PMC3777952,PMC3606143,24069225,23533640,10.1371/journal.pone.0073694,10.1371/journal.pone.0059655,Retinal Nerve Fibre Layer Thickness and Contrast Sensitivity in HIV-Infected Individuals in South Africa: A Case-Control Study.,Efficient Posterior Probability Mapping using Savage-Dickey Ratios
952,PMC3805356,PMC3636044,23751258,23638031,10.1097/qad.0b013e328363bf7f,10.1371/journal.pone.0062305,Accelerated biological ageing in HIV-infected individuals in South Africa: a case-control study,Analysis of human protein replacement stable cell lines established using snoMEN-PR vector
953,PMC3584022,PMC3435397,23460904,22970197,10.1371/journal.pone.0057769,10.1371/journal.pone.0044309,Conditional Ablation of the Choroideremia Gene Causes Age-Related Changes in Mouse Retinal Pigment Epithelium,Trp RNA-binding attenuation protein: modifying symmetry and stability of a circular oligomer
954,PMC3773237,PMC3777952,23842132,24069225,10.1097/01.aids.0000432473.69250.19,10.1371/journal.pone.0073694,Sexual behaviour in a rural high HIV prevalence South African community: time trends in the antiretroviral treatment era,Retinal Nerve Fibre Layer Thickness and Contrast Sensitivity in HIV-Infected Individuals in South Africa: A Case-Control Study.
955,PMC3815011,PMC3805356,23842131,23751258,10.1097/01.aids.0000432475.14992.da,10.1097/QAD.0b013e328363bf7f,HIV incidence and survival from age-specific seroprevalence after antiretroviral treatment scale up in rural South Africa,Accelerated biological ageing in HIV-infected individuals in South Africa: a case-control study
956,PMC3656939,PMC3584022,23691102,23460904,10.1371/journal.pone.0063842,10.1371/journal.pone.0057769,Using High Angular Resolution Diffusion Imaging Data to Discriminate Cortical Regions,Conditional Ablation of the Choroideremia Gene Causes Age-Related Changes in Mouse Retinal Pigment Epithelium
957,PMC3819359,PMC3773237,23846570,23842132,10.1097/qai.0b013e3182a23e9a,10.1097/01.aids.0000432473.69250.19,Short title: TB and VL breakthrough and failure. Orig title: Temporal association between incident tuberculosis and poor virological outcomes in a South African antiretroviral treatment service.,Sexual behaviour in a rural high HIV prevalence South African community: time trends in the antiretroviral treatment era
958,PMC3607553,PMC3815011,23536915,23842131,10.1371/journal.pone.0060550,10.1097/01.aids.0000432475.14992.da,Subjective Size Perception Depends on Central Visual Cortical Magnification in Human V1,HIV incidence and survival from age-specific seroprevalence after antiretroviral treatment scale up in rural South Africa
959,PMC3785148,PMC3656939,23076382,23691102,10.1097/inf.0b013e3182783dc3,10.1371/journal.pone.0063842,Topical umbilical cord care for prevention of infection and neonatal mortality.,Using High Angular Resolution Diffusion Imaging Data to Discriminate Cortical Regions
960,PMC3621669,PMC3819359,23585865,23846570,10.1371/journal.pone.0060951,10.1097/QAD.0b013e32836149ea,Reduced Crowding and Poor Contour Detection in Schizophrenia Are Consistent with Weak Surround Inhib,Short title: TB and VL breakthrough and failure. Orig title: Temporal association between incident tuberculosis and poor virological outcomes in a South African antiretroviral treatment service.
961,PMC3613341,PMC3607553,23560073,23536915,10.1371/journal.pone.0060121,10.1371/journal.pone.0060550,What does brain response to neutral faces tell us about major depression? Evidence from machine learning,Subjective Size Perception Depends on Central Visual Cortical Magnification in Human V1
962,PMC3661537,PMC3785148,23717451,23076382,10.1371/journal.pone.0063596,10.1097/INF.0b013e3182783dc3,Rates of switching antiretroviral drugs in a primary care service in South Africa before and after introduction of Tenofovir,Topical umbilical cord care for prevention of infection and neonatal mortality.
963,PMC3720622,PMC3621669,23935950,23585865,10.1371/journal.pone.0069190,10.1371/journal.pone.0060951,Dopaminergic neuronal imaging in genetic Parkinson's disease: insights into pathogenesis,Reduced Crowding and Poor Contour Detection in Schizophrenia Are Consistent with Weak Surround Inhib
964,PMC3742662,PMC3613341,23967090,23560073,10.1371/journal.pone.0070724,10.1371/journal.pone.0060121,"Fine-mapping, gene expression and splicing analysis of the disease associated LRRK2 locus",What does brain response to neutral faces tell us about major depression? Evidence from machine learning
965,PMC3769273,PMC3661537,24039913,23717451,10.1371/journal.pone.0073328,10.1371/journal.pone.0063596,The relationship between functional inhibition and binding for KCa2 channel blockers,Rates of switching antiretroviral drugs in a primary care service in South Africa before and after introduction of Tenofovir
966,PMC3788105,PMC3720622,24098487,23935950,10.1371/journal.pone.0076394,10.1371/journal.pone.0069190,Mutations in non-acid patch residues disrupt H2A.Z's association with chromatin through multiple mechanisms,Dopaminergic neuronal imaging in genetic Parkinson's disease: insights into pathogenesis
967,PMC3676342,PMC3742662,23762441,23967090,10.1371/journal.pone.0065856,10.1371/journal.pone.0070724,Binge drinking and blood pressure: cross-sectional results of the HAPIEE Study,"Fine-mapping, gene expression and splicing analysis of the disease associated LRRK2 locus"
968,PMC3804525,PMC3769273,24204945,24039913,10.1371/journal.pone.0077740,10.1371/journal.pone.0073328,Association between socioeconomic position and tuberculosis in a large-population-based study in rural Malawi.,The relationship between functional inhibition and binding for KCa2 channel blockers
969,PMC3527382,PMC3788105,23284874,24098487,10.1371/journal.pone.0052075,10.1371/journal.pone.0076394,Modelling Temporal Stability of EPI Time Series Using Magnitude Images Acquired with Multi-Channel Receiver Coils.,Mutations in non-acid patch residues disrupt H2A.Z's association with chromatin through multiple mechanisms
970,PMC2766312,PMC3676342,19620389,23762441,10.1534/genetics.109.107243,10.1371/journal.pone.0065856,Analysis of Synthetic Lethality Reveals Genetic Interactions Between the GTPase Snu114p and snRNAs in the Catalytic Core of the Saccharomyces cerevisiae Spliceosome,Binge drinking and blood pressure: cross-sectional results of the HAPIEE Study
971,PMC3704016,PMC3804525,23776233,24204945,10.1073/pnas.1217308110,10.1371/journal.pone.0077740,"Inositol kinase and its product accelerate wound healing by modulating calcium levels, Rho GTPases, and F-actin assembly",Association between socioeconomic position and tuberculosis in a large-population-based study in rural Malawi.
972,PMC3549118,PMC3527382,23267099,23284874,10.1073/pnas.1208573110,10.1371/journal.pone.0052075,CTLA-4 controls the thymic development of both conventional and regulatory T cells through modulation of the TCR repertoire,Modelling Temporal Stability of EPI Time Series Using Magnitude Images Acquired with Multi-Channel Receiver Coils.
973,PMC3511132,PMC2766312,23129660,19620389,10.1073/pnas.1209997109,10.1534/genetics.109.107243,SGTA antagonizes BAG6-mediated protein triage,Analysis of Synthetic Lethality Reveals Genetic Interactions Between the GTPase Snu114p and snRNAs in the Catalytic Core of the Saccharomyces cerevisiae Spliceosome
974,PMC3529057,PMC3704016,23213218,23776233,10.1073/pnas.1212207110,10.1073/pnas.1217308110,Morphing between expressions dissociates continuous from categorical representations of facial expression in the human brain,"Inositol kinase and its product accelerate wound healing by modulating calcium levels, Rho GTPases, and F-actin assembly"
975,PMC3529034,PMC3549118,23213245,23267099,10.1073/pnas.1210022110,10.1073/pnas.1208573110,Increased lipolysis and altered lipid homeostatis protect y-synuclein-null mutant mice from diet induced obesity,CTLA-4 controls the thymic development of both conventional and regulatory T cells through modulation of the TCR repertoire
976,PMC3562850,PMC3511132,23319650,23129660,10.1073/pnas.1214943110,10.1073/pnas.1209997109,Structure of the trypanosome haptoglobin haemoglobin receptor and implications for nutrient uptake and innate immunity,SGTA antagonizes BAG6-mediated protein triage
977,PMC3666720,PMC3529057,23650376,23213218,10.1073/pnas.1219578110,10.1073/pnas.1212207110,Presynaptic maturation in auditory hair cells requires a critical period of sensory-independent spiking activity,Morphing between expressions dissociates continuous from categorical representations of facial expression in the human brain
978,PMC3619373,PMC3529034,23509276,23213245,10.1073/pnas.1214247110,10.1073/pnas.1210022110,Neonatal antibody responses are attenuated by interferon gamma produced by NK and T cells during RSV infection,Increased lipolysis and altered lipid homeostatis protect y-synuclein-null mutant mice from diet induced obesity
979,PMC3606973,PMC3562850,23487775,23319650,10.1073/pnas.1219260110,10.1073/pnas.1214943110,Dimerization of complement factor H-related proteins modulates complement activation in vivo,Structure of the trypanosome haptoglobin haemoglobin receptor and implications for nutrient uptake and innate immunity
980,PMC3666712,PMC3666720,23650371,23650376,10.1073/pnas.1220847110,10.1073/pnas.1219578110,"CaBP1, a neuronal Ca2+ sensor protein, inhibits inositol trisphosphate receptors by clamping intersubunit interactions",Presynaptic maturation in auditory hair cells requires a critical period of sensory-independent spiking activity
981,PMC3587277,PMC3619373,23401559,23509276,10.1073/pnas.1222342110,10.1073/pnas.1214247110,Tapasin-related protein TAPBPR is an additional component of the MHC class I presentation pathway,Neonatal antibody responses are attenuated by interferon gamma produced by NK and T cells during RSV infection
982,PMC3752214,PMC3606973,23918390,23487775,10.1073/pnas.1304644110,10.1073/pnas.1219260110,Progressive hearing loss and gradual deterioration of sensory hair bundles in the ears of mice lacking the actin-binding protein Eps8L2,Dimerization of complement factor H-related proteins modulates complement activation in vivo
983,PMC3491520,PMC3666712,23045674,23650371,10.1073/pnas.1209192109,10.1073/pnas.1220847110,"Cyclooxygenase-1, not cyclooxygenase-2, is responsible for physiological production of prostracyclin in the cardiovascular system","CaBP1, a neuronal Ca2+ sensor protein, inhibits inositol trisphosphate receptors by clamping intersubunit interactions"
984,PMC3511128,PMC3587277,23118337,23401559,10.1073/pnas.1217229109,10.1073/pnas.1222342110,The impact of pyrethroid resistance on operational malaria control,Tapasin-related protein TAPBPR is an additional component of the MHC class I presentation pathway
985,PMC3780889,PMC3752214,23986494,23918390,10.1073/pnas.1314715110,10.1073/pnas.1304644110,Activation of the canonical IKK complex by K63/M1-linked hybrid ubiquitin chains,Progressive hearing loss and gradual deterioration of sensory hair bundles in the ears of mice lacking the actin-binding protein Eps8L2
986,PMC3746881,PMC3491520,23904481,23045674,10.1073/pnas.1306390110,10.1073/pnas.1209192109,BslA is a self-assembling bacterial hydrophobin that coats the Bacillus subtilis biofilm.,"Cyclooxygenase-1, not cyclooxygenase-2, is responsible for physiological production of prostracyclin in the cardiovascular system"
987,PMC3572111,PMC3511128,23418420,23118337,10.1371/journal.pone.0053053,10.1073/pnas.1217229109,There is no free won't: Antecedent brain activity predicts decisions to inhibit,The impact of pyrethroid resistance on operational malaria control
988,PMC3612627,PMC3780889,23479617,23986494,10.1073/pnas.1219920110,10.1073/pnas.1314715110,Reversible epigenetic down-regulation of MHC molecules by devil facial tumour disease illustrates immune escape by a contagious cancer,Activation of the canonical IKK complex by K63/M1-linked hybrid ubiquitin chains
989,PMC3724117,PMC3746881,23638853,23904481,10.1111/bph.12239,10.1073/pnas.1306390110,Shaping accoustic fields as a toolset for microfluidic manipulations in diagnostic technologies,BslA is a self-assembling bacterial hydrophobin that coats the Bacillus subtilis biofilm.
990,PMC3552845,PMC3572111,23355900,23418420,10.1371/journal.pone.0054789,10.1371/journal.pone.0053053,The duration of a co-occurring sound modulates visual detection performance in humans,There is no free won't: Antecedent brain activity predicts decisions to inhibit
991,PMC3700857,PMC3612627,23844168,23479617,10.1371/journal.pone.0068177,10.1073/pnas.1219920110,Assaying the effect of Levodopa on the evaluation of risk in healthy humans,Reversible epigenetic down-regulation of MHC molecules by devil facial tumour disease illustrates immune escape by a contagious cancer
992,PMC3607024,PMC3724117,23401527,23638853,10.1073/pnas.1300398110,10.1111/bph.12239,Astrocyte pathology and the absence of non-cell autonomy in an induced pluripotent stem cell model of TDP-43 proteinopathy.,Shaping accoustic fields as a toolset for microfluidic manipulations in diagnostic technologies
993,PMC3503170,PMC3552845,23112182,23355900,10.1073/pnas.1212706109,10.1371/journal.pone.0054789,Prediction of economic choice by primate amygdala neurons,The duration of a co-occurring sound modulates visual detection performance in humans
994,PMC3529030,PMC3700857,23213210,23844168,10.1073/pnas.1212034109,10.1371/journal.pone.0068177,How nature can exploit nonspecific catalytic and carbohydrate binding modules to create enzymatic specifity,Assaying the effect of Levodopa on the evaluation of risk in healthy humans
995,PMC3557024,PMC3607024,23307807,23401527,10.1073/pnas.1217943110,10.1073/pnas.1300398110,Sexual reproduction and mating-type-mediated strain development in the penicillin-producing fungus Penicillium chrysogenum.,Astrocyte pathology and the absence of non-cell autonomy in an induced pluripotent stem cell model of TDP-43 proteinopathy.
