"University","PMCID","PMID","DOI","Publisher","Journal title","ISSN","Article title","Publication Date","Electronic Publication Date","Total cost of Article Processing Charge (APC), in £","Amount of APC charged to Wellcome OA grant, in £ (see comment)","VAT charged","COST (£)","Wellcome grant","Notes","Fulltext in EPMC?","XML Fulltext?","Author Manuscript?","Ahead of Print?","Open Access?","Licence","Licence source","Journal Type","Correct Article Confidence","Standard Compliance?","Deluxe Compliance?","Grant 1","Agency 1","PI 1","Grant 2","Agency 2","PI 2","Grant 3","Agency 3","PI 3","Grant 4","Agency 4","PI 4","Grant 5","Agency 5","PI 5","Grant 6","Agency 6","PI 6","Grant 7","Agency 7","PI 7","Grant 8","Agency 8","PI 8","Grant 9","Agency 9","PI 9","Grant 10","Agency 10","PI 10","Grant 11","Agency 11","PI 11","Grant 12","Agency 12","PI 12","Grant 13","Agency 13","PI 13","Grant 14","Agency 14","PI 14","Grant 15","Agency 15","PI 15","Grant 16","Agency 16","PI 16","Grant 17","Agency 17","PI 17","Grant 18","Agency 18","PI 18","Grant 19","Agency 19","PI 19","Grant 20","Agency 20","PI 20","Grant 21","Agency 21","PI 21","Grant 22","Agency 22","PI 22","Grant 23","Agency 23","PI 23","Grant 24","Agency 24","PI 24","Grant 25","Agency 25","PI 25","Grant 26","Agency 26","PI 26","Grant 27","Agency 27","PI 27","Grant 28","Agency 28","PI 28","Grant 29","Agency 29","PI 29","Grant 30","Agency 30","PI 30","Grant 31","Agency 31","PI 31","Grant 32","Agency 32","PI 32","Grant 33","Agency 33","PI 33","Grant 34","Agency 34","PI 34","Grant 35","Agency 35","PI 35","Grant 36","Agency 36","PI 36","Grant 37","Agency 37","PI 37","Grant 38","Agency 38","PI 38","Grant 39","Agency 39","PI 39","Grant 40","Agency 40","PI 40","Grant 41","Agency 41","PI 41","Grant 42","Agency 42","PI 42","Grant 43","Agency 43","PI 43","Grant 44","Agency 44","PI 44","Grant 45","Agency 45","PI 45","Grant 46","Agency 46","PI 46","Grant 47","Agency 47","PI 47","Grant 48","Agency 48","PI 48","Grant 49","Agency 49","PI 49","Grant 50","Agency 50","PI 50","Grant 51","Agency 51","PI 51","Grant 52","Agency 52","PI 52","Grant 53","Agency 53","PI 53","Grant 54","Agency 54","PI 54","Grant 55","Agency 55","PI 55","Grant 56","Agency 56","PI 56","Grant 57","Agency 57","PI 57","Grant 58","Agency 58","PI 58","Grant 59","Agency 59","PI 59","Grant 60","Agency 60","PI 60","Grant 61","Agency 61","PI 61","Grant 62","Agency 62","PI 62","Grant 63","Agency 63","PI 63","Grant 64","Agency 64","PI 64","Grant 65","Agency 65","PI 65","Grant 66","Agency 66","PI 66","Grant 67","Agency 67","PI 67","Grant 68","Agency 68","PI 68","Grant 69","Agency 69","PI 69","Grant 70","Agency 70","PI 70","Grant 71","Agency 71","PI 71","Grant 72","Agency 72","PI 72","Grant 73","Agency 73","PI 73","Grant 74","Agency 74","PI 74","Grant 75","Agency 75","PI 75","Grant 76","Agency 76","PI 76","Grant 77","Agency 77","PI 77","Grant 78","Agency 78","PI 78","Grant 79","Agency 79","PI 79","Grant 80","Agency 80","PI 80","Grant 81","Agency 81","PI 81","Grant 82","Agency 82","PI 82","Grant 83","Agency 83","PI 83","Grant 84","Agency 84","PI 84","Grant 85","Agency 85","PI 85","Grant 86","Agency 86","PI 86","Grant 87","Agency 87","PI 87","Grant 88","Agency 88","PI 88","Grant 89","Agency 89","PI 89","Grant 90","Agency 90","PI 90","Grant 91","Agency 91","PI 91","Grant 92","Agency 92","PI 92","Grant 93","Agency 93","PI 93","Grant 94","Agency 94","PI 94","Grant 95","Agency 95","PI 95","Grant 96","Agency 96","PI 96","Grant 97","Agency 97","PI 97","Grant 98","Agency 98","PI 98","Grant 99","Agency 99","PI 99","Grant 100","Agency 100","PI 100","Grant 101","Agency 101","PI 101","Grant 102","Agency 102","PI 102","Grant 103","Agency 103","PI 103","Grant 104","Agency 104","PI 104","Compliance Processing Output"
"","unknown","unknown","unknown","unknown","unknown","unknown","Pathogenic mitochondrial tRNA point mutations: nine novel mutations affirm their importance as a couse of mitochondrial disease","Unavailable","Unavailable","","","","","","","FALSE","FALSE","FALSE","unknown","FALSE","unknown","unknown","hybrid",0,"FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
"","PMC3272220","21922596","10.1002/humu.21611","Wiley-Blackwell","Human mutation","1059-7794, 1098-1004","Pseudoachondroplasia and multiple epiphyseal dysplasia: A 7-year comprehensive analysis of the known disease genes identify novel and recurrent mutations and provides an accurate assessment of their relative contribution","2012 Jan","2011-10-31","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","084353","Wellcome Trust","Dr Michael Briggs","084353/Z/07/Z","Wellcome Trust","Dr Michael Briggs","071161/Z/03/Z","Wellcome Trust","Dr Michael Briggs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Found Grant PI for 071161 via Grist API
Found Grant PI for 084353 via Grist API
Found Grant PI for 084353 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","unknown","unknown","unknown","unknown","unknown","unknown","Actin cytoskeletal defects in immunodeficiency","Unavailable","Unavailable","","","","","","","FALSE","FALSE","FALSE","unknown","FALSE","unknown","unknown","hybrid",0,"FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
"","PMC3530087","23039207","10.1111/imm.12012","Wiley-Blackwell","Immunology","0019-2805, 1365-2567","Increased HLA-E expression in white matter lesions in multiple sclerosis","2012 Dec","Unavailable","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","non-standard-licence","epmc_xml_permissions","hybrid",1,"FALSE","FALSE","WT087999MA","Wellcome Trust","unknown","G-0909","Parkinson's UK","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_xml_permissions
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","unknown","unknown","unknown","unknown","unknown","unknown","Human dendritic cell subsets","Unavailable","Unavailable","","","","","","","FALSE","FALSE","FALSE","unknown","FALSE","unknown","unknown","hybrid",0,"FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
"","PMC3532612","22434667","10.1002/ibd.22952","Ovid Technologies (Wolters Kluwer Health)","Inflammatory bowel diseases","1078-0998, 1536-4844","Defective TNF release from Crohn’s disease macrophages in response to Toll-like receptor activation: relationship to phenotype and genome-wide association susceptibility loci","2012 Nov","2012-03-20","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","unknown","Wellcome Trust","unknown","482","Department of Health","unknown","G0902022","Medical Research Council","Dr Phillip Smith",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Tried but failed to find Grant PI via Grist API
Found Grant PI for G0902022 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3963446","23782406","10.1111/irv.12131","Wiley-Blackwell","Influenza and other respiratory viruses","1750-2640, 1750-2659","Identification of RSV Group B Viruses that lack the 60-Nucleotide duplication after 6 Consecutive Epidemics of total BA dominance in Coastal Kenya","2013 Nov","2013-06-20","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","oa",1,"TRUE","TRUE","084633","Wellcome Trust","Prof DAVID NOKES","092654","Wellcome Trust","Professor Kevin Marsh","084538","Wellcome Trust","Professor Kevin Marsh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Found Grant PI for 084538 via Grist API
Found Grant PI for 092654 via Grist API
Found Grant PI for 084633 via Grist API
Confirmed journal is listed in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","unknown","unknown","unknown","unknown","unknown","unknown","Fatigue loading of tendon","Unavailable","Unavailable","","","","","","","FALSE","FALSE","FALSE","unknown","FALSE","unknown","unknown","hybrid",0,"FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
"","PMC3504977","22460403","10.1002/gps.2727","Wiley-Blackwell","International journal of geriatric psychiatry","0885-6230, 1099-1166","Strain and its correlates among carers of people with dementia in low and middle income countries. A 10/66 Dementia Research population-based survey","2012 Jul","2012-03-29","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","GR066133","Wellcome Trust","unknown","GR08002","Wellcome Trust","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","unknown","unknown","unknown","unknown","unknown","unknown","Length of carotid stenosis predicts peri-procedural stroke or death and restenosis in patients randomized to endovascular treatment or endarterectomy","Unavailable","Unavailable","","","","","","","FALSE","FALSE","FALSE","unknown","FALSE","unknown","unknown","hybrid",0,"FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
"","PMC3607410","20499359","10.1002/jbmr.120","Wiley-Blackwell","Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research","0884-0431, 1523-4681","Regulation of human bone marrow stromal cell proliferation and differentiation","2010 Oct","Unavailable","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","unknown","Wellcome Trust","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Tried but failed to find Grant PI via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3746124","22566126","10.1002/jcp.24110","Wiley-Blackwell","Journal of cellular physiology","0021-9541, 1097-4652","The dynamics of PKC-induced phosphorylation triggered by Ca2+ oscillations in mouse eggs","2013 Jan","Unavailable","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","090063/Z/09/Z","Wellcome Trust","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","unknown","unknown","unknown","unknown","unknown","unknown","The U5 snRNA internal loop 1 is a platform for Brr2, Snu114 and Prp8 protein binding during U5 snRNP assembly","Unavailable","Unavailable","","","","","","","FALSE","FALSE","FALSE","unknown","FALSE","unknown","unknown","hybrid",0,"FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
"","PMC3593170","23278309","10.1111/jcpp.12034","Wiley-Blackwell","Journal of child psychology and psychiatry, and allied disciplines","0021-9630, 1469-7610","Research Review: Emanuel Miller Memorial Lecture 2012 - Neuroscientific studies of intervention for language impairment in children: interpretive and methodological problems","2013 Mar","2013-01-02","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","082498","Wellcome Trust","Professor DVM Bishop","unknown","Wellcome Trust","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Tried but failed to find Grant PI via Grist API
Found Grant PI for 082498 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3796855","23215861","10.1111/jcpp.12023","Wiley-Blackwell","Journal of child psychology and psychiatry, and allied disciplines","0021-9630, 1469-7610","Parental depressive and anxiety symptoms during pregnancy and attention problems in children. A cross-cohort consistency study","2013 May","2012-12-07","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by-nc-nd","epmc_rest_api","hybrid",1,"TRUE","TRUE","G0600705","Wellcome Trust","Professor George Davey-Smith","092731","Wellcome Trust","unknown","G0600705","Medical Research Council","Professor George Davey-Smith","unknown","Medical Research Council","unknown","HHSN263201300014I","PHS HHS","unknown","MC_PC_15018","Medical Research Council","Professor George Davey Smith","MC_UU_12013/1","Medical Research Council","Professor George Davey-Smith","G9815508","Medical Research Council","Professor George Davey-Smith",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Found Grant PI for G0600705 via Grist API
Found Grant PI for G0600705 via Grist API
Tried but failed to find Grant PI via Grist API
Found Grant PI for MC_PC_15018 via Grist API
Found Grant PI for MC_UU_12013/1 via Grist API
Found Grant PI for G9815508 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3562487","23082797","10.1111/j.1469-7610.2012.02617.x","Wiley-Blackwell","Journal of child psychology and psychiatry, and allied disciplines","0021-9630, 1469-7610","Brain structure abnormalities in adolescent girls with Conduct Disorder","2013 Jan","2012-10-22","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","083140","Wellcome Trust","Professor Ian Goodyer","MC_US_A060_5PQ50","Medical Research Council","unknown","MC_U105579214","Medical Research Council","unknown","G0802226","Medical Research Council","Professor John Suckling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Added DOI from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Found Grant PI for 083140 via Grist API
Found Grant PI for G0802226 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","unknown","unknown","unknown","unknown","unknown","unknown","Axon diversity of lamina I local-circuit neurons in the lumbar spinal cord","Unavailable","Unavailable","","","","","","","FALSE","FALSE","FALSE","unknown","FALSE","unknown","unknown","hybrid",0,"FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
